model_id,Project_Identifier,Cell_line,Source,Identifier,Gender,Tissue_type,Cancer_type,Cancer_subtype,Haem_lineage,BROAD_ID,CCLE_ID,ploidy,mutational_burden,msi_status,growth_properties,growth,size,media,replicates_correlation,number_of_proteins,EMT,Proteasome,TranslationInitiation,CopyNumberInstability,GeneExpressionCorrelation,CopyNumberAttenuation,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
SIDM01173,SIDM01173;TE-441-T,TE-441-T,ATCC,CVCL_1754,Female,Soft Tissue,Rhabdomyosarcoma,,,ACH-000772,TE441T_SOFT_TISSUE,2.030552547,7,MSS,Adherent,0.489197111,14.2,D/F12,0.938474941,5373,0.383176032,0.619192496,0.549376167,0.070270542,0.481438859,0.033948723,-2.58505929,0.674079684,0.958142547,2.516119762,0.973418596,0.370867943,-2.185812217,-1.367281347,-1.20793226,-0.31107575,1.824878116,-0.743855055,0.014459053,0.226149106,0.061587114
SIDM00306,SIDM00306;IA-LM,IA-LM,RIKEN,CVCL_1302,Male,Lung,Non-Small Cell Lung Carcinoma,Lung large cell carcinoma,,ACH-000672,IALM_LUNG,2.31124122,15.66666667,MSS,Adherent,0.122508859,16.5,D/F12,0.928770145,5236,0.39053588,0.601428477,0.564554832,0.329653519,0.482402648,0.044341485,-0.172293978,-1.093171168,-1.199054869,2.390204558,0.046443135,-0.856630974,-0.077435133,-0.455872016,0.813326847,0.087097177,-1.00074465,-0.95319244,0.391476038,0.509646285,-0.073910335
SIDM00997,SIDM00997;8305C,8305C,JCRB,CVCL_1053,Female,Thyroid,Thyroid Gland Carcinoma,Thyroid gland anaplastic carcinoma,,ACH-001306,8305C_THYROID,3.094779312,10.06666667,MSS,Adherent,0.545529278,19.4,R,0.935168043,5270,0.370853156,0.506203204,0.547174626,0.573626679,0.492649053,0.015918868,-0.996147837,-2.494292348,-1.220774229,-0.925620549,0.525341626,0.343264344,-0.24214211,3.004649811,-0.012817284,0.023832838,0.124005538,-0.16662967,0.847124992,0.194627769,0.080391147
SIDM01056,SIDM01056;EFM-19,EFM-19,DSMZ,CVCL_0253,Female,Breast,Breast Carcinoma,Ductal Breast Carcinoma,,ACH-000330,EFM19_BREAST,2.837644199,7.433333333,MSS,Adherent,0.101475572,15.6,R,0.928425818,5148,0.237592166,0.519105867,0.524005805,0.648228679,0.400195233,0.04748867,1.453572042,2.396447031,0.248128238,0.721715063,-0.042796784,1.468105416,-2.543301167,-0.080053118,-0.23072524,0.182754193,0.755414653,-1.177263665,2.279941655,-0.926178144,0.017241872
SIDM00202,SIDM00202;EW-3,EW-3,IARC,CVCL_1216,Male,Bone,Ewing's Sarcoma,,,ACH-002118,EW3_BONE,2.09375623,5.7,MSS,Unknown,0.461061477,12.2,R,0.925518629,5354,0.325539987,0.512576456,0.535258109,0.135957944,0.386995987,0.01437412,-2.779208726,2.152903217,-1.244142004,-3.650139632,-3.634634643,-2.146892929,-1.49517287,-0.246411062,1.46942421,1.785349408,0.266545023,-0.197155506,0.133572273,1.020321291,-0.058421961
SIDM00286,SIDM00286;CHP-126,CHP-126,RIKEN,CVCL_1123,Female,Peripheral Nervous System,Neuroblastoma,,,ACH-000136,CHP126_AUTONOMIC_GANGLIA,2.014258094,5,MSS,Adherent,0.05697732,11.3,R,0.914853249,5338,0.344685557,0.570201778,0.540065322,0.10479942,0.433167411,0.062430309,-3.781276386,3.351221187,-1.010692696,0.16907891,8.152320783,-1.180992468,-0.313777691,0.036420552,0.095610363,0.889601583,1.072036509,-0.005422984,-0.017784949,2.046630835,-0.182061679
SIDM00675,SIDM00675;HCC38,HCC38,ATCC,CVCL_1267,Female,Breast,Breast Carcinoma,Ductal Breast Carcinoma,,ACH-000276,HCC38_BREAST,1.822823741,3.833333333,MSS,Semi-Adherent,0.189186544,17.4,R,0.934946418,5574,0.379151429,0.592146948,0.545492673,0.345970893,0.450018512,0.073495758,0.141876854,-0.26193142,-0.104693084,-2.091593005,0.143828471,1.032371197,-0.055161516,-2.101265759,-1.472747033,0.170975499,-0.003964014,-0.717143793,0.809243752,0.220326451,-0.239522604
SIDM00884,SIDM00884;HCC1395,HCC1395,ATCC,CVCL_1249,Female,Breast,Breast Carcinoma,Ductal Breast Carcinoma,,ACH-000699,HCC1395_BREAST,2.691600409,9.066666667,MSS,Adherent,0.261051379,15.7,R,0.932151284,5379,0.470091909,0.667344317,0.539109573,0.655743996,0.459362738,0.079193072,-1.168661718,-0.766333527,0.74581576,0.730612015,-0.229726336,0.198354955,-0.379290532,-1.78923655,-0.584253474,-0.282504004,0.105355777,0.143064388,1.523130567,0.429265791,-0.062757124
SIDM00098,SIDM00098;NCI-H2731,NCI-H2731,NCI-Navy Medical Oncology Branch,CVCL_U995,Male,Lung,Mesothelioma,Pleural Sarcomatoid Mesothelioma,,ACH-002129,H2731_PLEURA,2.510828467,4.933333333,MSS,Unknown,0.646055421,16,R,0.93816612,5423,0.251588609,0.659959309,0.580804499,0.608437393,0.537823831,0.102541617,-0.908066104,-1.271472261,0.290092057,-0.326839945,-0.941557564,0.697849374,0.410279828,-3.686669552,0.000850949,0.258201356,0.136463579,-0.664803022,-0.477560275,1.982435533,0.31143441
SIDM00834,SIDM00834;SW1463,SW1463,ATCC,CVCL_1718,Female,Large Intestine,Colorectal Carcinoma,Rectal adenocarcinoma,,ACH-000470,SW1463_LARGE_INTESTINE,3.402250491,6.666666667,MSS,Adherent,0.93299866,16.9,D/F12,0.936028618,5381,0.326781594,0.622803627,0.531795931,0.61531496,0.497089755,-0.000841396,3.616867275,1.64518851,-1.550774866,2.113029503,-0.600477021,-0.014815774,-1.269994823,0.314829634,1.236899514,-0.558082395,-0.382358443,0.912511497,-3.246509962,-0.363142753,0.196998626
SIDM00252,SIDM00252;TGBC1TKB,TGBC1TKB,RIKEN,CVCL_1769,Female,Biliary Tract,Biliary Tract Carcinoma,Gallbladder carcinoma,,ACH-001861,TGBC1TKB_BILIARY_TRACT,2.860003452,8.966666667,MSS,Adherent,0.367666605,17.5,D/F12,0.924869657,5224,0.285618761,0.579828242,0.558646814,0.584947295,0.479002949,0.065521638,2.071531167,-0.803024407,2.320144722,-1.116526756,0.081025857,0.370724439,0.765139319,3.116169089,-1.363643511,-0.02584143,-0.083640352,-0.796834227,-0.457183701,0.706498262,0.325259441
SIDM01126,SIDM01126;NCI-H64,NCI-H64,ATCC,CVCL_1573,Female,Lung,Small Cell Lung Carcinoma,,,ACH-001599,NCIH64_LUNG,3.568754496,16.96666667,MSS,Suspension,0.57553967,12.2,R,0.933015642,5786,0.314502514,0.624595088,0.517632884,0.542497109,0.430520471,0.052926836,-1.711599443,3.837691462,-1.166001606,-2.427496356,-1.011704108,0.404694963,1.791800768,0.378734967,-2.338451712,-0.468366914,-1.438106825,0.147973692,0.248407665,1.563306104,-0.036079344
SIDM00711,SIDM00711;NCI-H2066,NCI-H2066,ATCC,CVCL_1520,Female,Lung,Non-Small Cell Lung Carcinoma,Squamous Cell Lung Carcinoma,,ACH-000727,NCIH2066_LUNG,2.408575741,16.26666667,MSS,Adherent,0.352038496,20.6,D/F12,0.932247343,5445,0.391929468,0.639036565,0.518129501,0.487525754,0.319067974,0.014330677,-0.589618497,2.341793597,1.245862289,-1.431280497,-0.350551274,0.558693472,1.701348343,0.301402228,-0.683842726,-0.087408498,-1.186919779,-0.097820697,-1.032980349,0.568032832,-0.212558138
SIDM00292,SIDM00292;LU-165,LU-165,RIKEN,CVCL_1391,Male,Lung,Small Cell Lung Carcinoma,,,ACH-002077,LU165_LUNG,1.846327222,15.56666667,MSS,Suspension,0.472063593,11.6,R,0.936250983,5736,0.351974161,0.636341328,0.494516395,0.315490306,0.42759356,0.047934214,-1.727993621,3.064409557,-0.852989493,-2.638814873,-1.097693086,1.528677363,2.706351298,-1.920561176,-0.927817554,-0.947812353,-2.500535744,0.776916703,0.213266651,0.163161458,-0.421990379
SIDM01078,SIDM01078;SHP-77,SHP-77,ATCC,CVCL_1693,Male,Lung,Small Cell Lung Carcinoma,,,ACH-000790,SHP77_LUNG,2.019700793,16.2,MSS,Semi-Adherent,1.088126025,14.9,R,0.9284157,5373,0.326202056,0.409604621,0.567037868,0.38582521,0.471546628,0.119139983,-1.675790603,2.65977523,0.087029393,-2.438125153,0.177811934,-0.116205232,1.963627035,5.3853729,0.799789084,-0.209050369,0.130061397,0.254089997,0.307093686,-0.570106729,0.023737215
SIDM00623,SIDM00623;Mo-T,Mo-T,ATCC,CVCL_1439,Male,Haematopoietic and Lymphoid,Hairy Cell Leukemia,Hairy Cell Leukemia,B lymphoid,ACH-002339,MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.961783963,4.333333333,MSS,Suspension,0.768976425,10.9,D/F12,0.940117648,5207,0.421554191,0.627767947,0.571160589,0.013600831,0.483056687,0.037551769,0.448831741,-0.599263935,1.981183783,-1.295775252,1.02832404,-0.054724573,1.111309465,0.462593685,-0.57964211,-1.123844581,-0.435269749,-0.176897846,0.094445121,-1.254539439,-0.411082801
SIDM00858,SIDM00858;G-292-Clone-A141B1,G-292-Clone-A141B1,ATCC,CVCL_2909,Female,Bone,Osteosarcoma,,,ACH-000082,G292CLONEA141B1_BONE,,,MSS,Adherent,0.427426078,18.7,R,0.933088858,5336,0.354005276,0.619295673,0.551226404,0.404926722,,,-2.833420107,-1.507536081,-0.97280018,0.486123901,0.734759288,0.503447194,-1.123282661,2.73561457,0.018633249,0.293114902,-0.886831611,-0.166995348,1.071920691,0.974836638,0.655223403
SIDM00506,SIDM00506;COR-L88,COR-L88,ECACC,CVCL_1141,Male,Lung,Small Cell Lung Carcinoma,,,ACH-000508,CORL88_LUNG,3.289218986,12.03333333,MSS,Semi-Adherent,-0.023175623,12.6,R,0.930859901,5454,0.379464678,0.577029345,0.519091256,0.711040664,0.411539572,0.040657258,-0.341758082,3.934280948,-1.793784035,-2.488778402,0.088361705,1.458901479,2.663870629,1.41052476,-1.603102787,-0.337156311,-2.394282255,0.548110711,-0.006126057,0.391691677,0.022476802
SIDM00417,SIDM00417;U-266,U-266,DSMZ,CVCL_0566,Male,Haematopoietic and Lymphoid,Plasma Cell Myeloma,,B lymphoid,ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.007162165,10.4,MSS,Suspension,0.13684703,13.5,R,0.921758028,5122,0.36788139,0.596374167,0.524522445,0.302801332,0.407540197,0.028091283,0.258634431,-0.04911811,2.384399266,-2.101068074,1.078613371,1.29051935,1.762250158,5.422567393,0.207352294,0.022803284,-0.471089818,-0.737934697,0.346359346,-1.565572991,-0.059916929
SIDM01220,SIDM01220;LNZTA3WT4,LNZTA3WT4,ATCC,CVCL_3540,Male,Central Nervous System,Glioma,Low Grade Glioma,,ACH-002269,LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM,3.290436795,13.26666667,MSS,Adherent,1.510476795,16.6,D/F12,0.928558649,5902,0.384425091,0.635567107,0.584978642,0.390013559,0.432490532,0.028905595,-1.865409762,-1.397356643,-0.920227473,3.754312784,-1.017029206,1.423936834,-1.112585786,3.200282239,-0.232695189,-0.159443574,-0.374673154,0.027817029,0.684995605,0.641419135,0.056719786
SIDM00574,SIDM00574;no-10,no-10,JCRB,CVCL_3075,Male,Central Nervous System,Glioblastoma,,,ACH-001605,NO10_CENTRAL_NERVOUS_SYSTEM,2.468031992,10.66666667,MSS,Adherent,1.047062349,15.4,D/F12,0.93829999,5491,0.401177389,0.656551359,0.552222649,0.522460474,0.47166688,0.01150431,-1.42066564,-1.691111533,-1.123309733,1.656241435,-1.063918355,1.881435829,-0.84916869,3.632165697,-0.685332764,-0.545096232,-1.203088876,-1.268014064,0.722617751,-0.933310419,-0.024500881
SIDM00832,SIDM00832;SW948,SW948,ATCC,CVCL_0632,Female,Large Intestine,Colorectal Carcinoma,Colon adenocarcinoma,,ACH-000680,SW948_LARGE_INTESTINE,2.929897958,11.26666667,MSS,Adherent,1.096086937,14.3,D/F12,0.915665506,4904,0.321656272,0.593657947,0.569154433,0.625625354,0.473173175,0.029769119,3.146970912,1.388444565,-1.105744009,1.484364787,0.005602425,0.077357815,-1.334590195,1.155179006,0.935463235,-0.155300231,-0.019078552,0.951992163,-3.196660697,-0.418257364,0.076443887
SIDM00044,SIDM00044;PCI-30,PCI-30,10.1002/hed.20478,CVCL_C757,Male,Head and Neck,Head and Neck Carcinoma,Tongue squamous cell carcinoma,,ACH-002295,PCI30_UPPER_AERODIGESTIVE_TRACT,2.466229658,9.1,MSS,Unknown,0.821220222,16.5,R,0.904609038,4803,0.296911713,0.521001615,0.529777995,0.459780307,0.465052456,0.053934434,-0.152263485,-2.306701284,-1.224904063,4.357738475,-0.500711833,0.654919772,-0.234490559,1.832473863,-0.88982129,-0.159650653,-0.912576342,-0.337131904,1.190552286,0.103488877,-0.008180138
SIDM00631,SIDM00631;MDA-MB-330,MDA-MB-330,ATCC,CVCL_0619,Female,Breast,Breast Carcinoma,Invasive Lobular Breast Carcinoma,,ACH-001358,MDAMB330_BREAST,3.989533431,8.766666667,MSS,Adherent,-0.026357658,15.8,D/F12,0.923239572,5305,0.447542582,0.500661167,0.522614764,0.720555282,0.428320689,0.022842676,1.831250592,2.147425993,1.364763162,2.981860036,-0.022461773,4.061538004,-1.309282879,-0.567793733,1.723355972,0.860245481,0.621705962,-0.626999271,2.183207986,0.327582998,0.238706794
SIDM00279,SIDM00279;ECC12,ECC12,RIKEN,CVCL_1189,Male,Stomach,Gastric Carcinoma,Gastric small cell carcinoma,,ACH-000225,ECC12_STOMACH,2.227832124,11,MSS,Adherent,-0.077278632,12.2,R,0.916992918,5967,0.292155771,0.593844912,0.539168658,0.324217098,0.434115477,0.017430876,-1.028072045,2.5823573,-0.817277849,-2.210797723,-0.201689273,0.627261243,1.261238381,1.562067793,-0.403638388,-0.763376249,-1.457761878,-0.070257571,-0.875214007,-0.164231062,-0.115800958
SIDM01201,SIDM01201;NK-92MI,NK-92MI,ATCC,CVCL_3755,Male,Haematopoietic and Lymphoid,Other Blood Cancers,Natural Killer Cell Lymphoblastic Leukemia or Lymphoma,NK lymphoid,ACH-002289,NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.494264803,6.433333333,MSS,Suspension,1.063705821,16.3,D/F12,0.934308364,5469,0.462145119,0.570057238,0.567502571,,,,0.361114798,0.293578869,1.691724599,4.113170318,0.877027094,0.539146777,1.706303104,2.19847392,-0.23850059,-3.632009845,-1.324715859,0.192029796,0.411917027,1.686639271,0.23193801
SIDM01125,SIDM01125;NCI-H647,NCI-H647,ATCC,CVCL_1574,Male,Lung,Non-Small Cell Lung Carcinoma,Adenosquamous lung carcinoma,,ACH-000378,NCIH647_LUNG,3.17418743,8.966666667,MSS,Adherent,1.482157978,14.9,R,0.936218722,5715,0.310047806,0.636497188,0.583809248,0.475819687,0.502072848,0.033826966,0.494780503,-1.353425651,-0.074962588,-1.696895425,0.20323009,-1.033930119,0.503761641,1.252731012,0.334527745,-0.012901239,-1.489366133,-0.536938174,0.053635173,0.059097164,0.273678504
SIDM00064,SIDM00064;HLE,HLE,JCRB,CVCL_1281,Male,Liver,Hepatocellular Carcinoma,,,ACH-001089,HLE_LIVER,2.646689645,9.366666667,MSS,Unknown,0.927724265,18.1,D/F12,0.919029762,5509,0.325804264,0.516231547,0.570449357,0.608504882,0.441591263,0.029783019,-1.43909028,-1.406393031,1.809663007,0.754485564,0.22884322,-0.142201146,0.183783834,-0.789475848,-0.315519488,0.415595735,-0.274728722,-2.236129065,-0.998772576,-0.05850714,0.568488333
SIDM00919,SIDM00919;Caov-3,Caov-3,ATCC,CVCL_0201,Female,Ovary,Ovarian Carcinoma,High grade ovarian serous adenocarcinoma,,ACH-000713,CAOV3_OVARY,3.159091631,7.8,MSS,Adherent,0.707110114,17.3,D/F12,0.927912933,5498,0.319031904,0.534773929,0.528419057,0.881144733,0.498757226,0.099434056,1.104527612,-0.25983637,0.591800682,-6.413208462,-0.042791901,0.657771641,0.973825469,-2.596149628,-0.642540452,0.023846303,-0.579308123,-0.626987966,0.488971517,-0.891523331,0.004064995
SIDM00280,SIDM00280;ECC10,ECC10,RIKEN,CVCL_1188,Male,Stomach,Gastric Carcinoma,Gastic small cell neuroendocrine carcinoma,,ACH-000560,ECC10_STOMACH,3.58226179,14.33333333,MSS,Suspension,0.381542742,12.6,R,0.917829627,5689,0.354965886,0.550958496,0.537551252,0.546779872,0.394923769,0.089852675,-0.562115061,2.921102625,-1.766160316,2.214594537,0.655621767,-0.243628322,-0.075286799,-2.069456866,-2.418782817,-1.054160406,-1.049529839,0.223053747,-0.909876096,-1.143511423,-0.654346427
SIDM01121,SIDM01121;NCI-H69,NCI-H69,ATCC,CVCL_1579,Male,Lung,Small Cell Lung Carcinoma,,,ACH-000358,NCIH69_LUNG,1.607394461,9.4,MSS,Suspension,0.479313241,12,R,0.935762918,5732,0.388069574,0.559234231,0.560402274,0.379726827,0.422399264,0.053605368,-1.355682027,3.889079018,-1.14110592,-3.253818137,-0.191124216,0.8411615,2.189768779,0.508286722,-1.054518993,-1.381846397,-1.812342225,0.397849871,0.207620216,1.668891136,0.003479647
SIDM00154,SIDM00154;NCI-H2795,NCI-H2795,NCI-Navy Medical Oncology Branch,CVCL_U996,Male,Lung,Mesothelioma,Pleural Epithelioid Mesothelioma,,ACH-002130,H2795_PLEURA,1.936887223,3.8,MSS,Unknown,0.302233454,15.3,R,0.929090274,5469,0.26823591,0.639294425,0.560190003,0.12634937,0.47288747,0.043981994,0.686589658,-0.855171342,0.661032643,-2.17901018,0.124745359,0.856296975,-0.271551487,-3.35755213,0.03477694,1.091009265,0.396399775,-0.261212317,0.188627451,0.936569511,-0.194857157
SIDM00964,SIDM00964;BPH-1,BPH-1,DSMZ,CVCL_1091,Male,Prostate,Non-Cancerous,SV-40 Transformed Prostatic,,ACH-001453,BPH1_PROSTATE,3.223552437,3.333333333,MSS,Adherent,0.601738031,17.7,R,0.919706853,4551,0.358916687,0.334224373,0.459594035,0.504509331,0.31550155,0.075948889,1.461588289,-0.690893131,-0.251298431,-3.550738383,-0.373972851,-0.109639822,0.200514386,-1.434244852,-1.860439958,0.959530996,0.910205978,0.330057954,1.350050437,1.572784492,-0.194139071
SIDM00589,SIDM00589;HSC-3,HSC-3,JCRB,CVCL_1288,Male,Head and Neck,Head and Neck Carcinoma,Tongue Squamous Cell Carcinoma,,ACH-000778,HSC3_UPPER_AERODIGESTIVE_TRACT,2.65789237,14.1,MSS,Unknown,1.404726917,15.2,D/F12,0.925734927,4736,0.331853942,0.463297257,0.517500704,0.552046429,0.421392569,0.047177877,2.091229621,-1.781595219,-0.931610747,1.737372938,0.097705988,-1.589828148,0.719595928,-0.196667918,-0.566041443,0.168195711,-1.447211031,0.32857785,2.210510105,1.637592203,0.84223094
SIDM00401,SIDM00401;RVH-421,RVH-421,DSMZ,CVCL_1672,Male,Skin,Melanoma,,,ACH-000614,RVH421_SKIN,3.022175164,9.9,MSS,Adherent,0.024743363,19.4,R,0.92944228,5701,0.324305325,0.615883108,0.586907159,0.383095901,0.476166614,0.03781722,-1.691660341,-1.279371986,1.346270181,0.045796604,-0.069337292,0.454188148,-0.500317736,-0.740085019,1.092843565,-0.239657493,0.567799421,4.098600054,-0.346298712,-0.945206387,-0.248665071
SIDM00258,SIDM00258;NB12,NB12,St Jude Children's Research Hospital,CVCL_1442,Female,Peripheral Nervous System,Neuroblastoma,,,ACH-002279,NB12_AUTONOMIC_GANGLIA,3.67914337,8.066666667,MSS,Unknown,0.249476463,15.7,D/F12,0.925688098,5169,0.313611703,0.577278951,0.543545814,0.431352917,0.47718091,0.029145024,-2.133228098,1.801465847,-1.470813413,-1.851538291,4.121800603,-1.449533482,-0.559041513,4.478412867,1.222198418,1.281026412,0.872101102,-0.468570731,0.014601343,-0.919911946,-0.013340658
SIDM01011,SIDM01011;KARPAS-1106P,KARPAS-1106P,ECACC,CVCL_1821,Female,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Diffuse large B-cell lymphoma,B lymphoid,ACH-002254,KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.09120329,10.2,MSS,Suspension,0.43680411,10.4,R,0.935222232,5221,0.439721764,0.56577565,0.547111455,0.172208383,0.489738434,-0.025970621,0.443089664,-0.272728941,-0.410677697,0.546287565,-0.224733795,0.604409878,2.092527015,1.221708265,0.346670848,0.483980238,1.417539177,-0.067852043,0.138154396,-1.287529499,0.156980419
SIDM00995,SIDM00995;A431,A431,DSMZ,CVCL_0037,Female,Skin,Other Solid Carcinomas,Vulvar Squamous Cell Carcinoma,,ACH-001328,A431_SKIN,3.30172151,13.76666667,MSS,Adherent,1.139882785,15.5,D/F12,0.933149191,4335,0.301021479,0.298531217,0.506368372,0.527543973,0.427438245,0.045763048,2.989385777,-1.148115966,-0.150527243,-1.07007377,0.133811987,-1.472380722,-0.206689851,1.700964817,-0.742186904,0.568204476,0.405097678,0.663080649,2.391383398,0.023320474,0.460595184
SIDM00831,SIDM00831;Detroit562,Detroit562,ATCC,CVCL_1171,Female,Head and Neck,Head and Neck Carcinoma,Pharyngeal squamous cell carcinoma,,ACH-000207,DETROIT562_UPPER_AERODIGESTIVE_TRACT,2.855835048,5.466666667,MSS,Adherent,1.395074515,13.9,D/F12,0.910043322,6022,0.392857702,0.643339651,0.602892625,0.53988702,0.520971285,0.079289324,2.168429479,-1.042051787,-0.136821553,-0.346604945,0.046436736,-0.693635852,0.935691652,-0.65514935,0.810167565,0.006611919,-0.564010061,0.695230426,1.875665647,2.644944434,0.670326334
SIDM00463,SIDM00463;P12-ICHIKAWA,P12-ICHIKAWA,DSMZ,CVCL_1630,Male,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Childhood T acute lymphoblastic leukemia,T lymphoid,ACH-000372,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.668982105,10.96666667,MSS,Suspension,1.099287537,12.1,R,0.930144396,5685,0.424022155,0.68957749,0.595489511,0.36232702,0.48119095,0.022364591,-0.560148816,1.097556162,0.647038335,1.282104823,-1.16796269,-0.411894357,-1.354628727,-1.720546828,-2.207598817,-0.427270631,-0.634118447,0.058872163,-0.385021169,1.599684577,-0.081355977
SIDM00981,SIDM00981;DOHH-2,DOHH-2,DSMZ,CVCL_1179,Male,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Diffuse large B-cell lymphoma,B lymphoid,ACH-000056,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.997877943,5,MSS,Suspension,0.581875652,12.4,R,0.932272371,5629,0.485111308,0.674184184,0.630887678,0.046482652,0.49035568,0.055628974,-0.400490958,0.359206884,-2.049261759,2.607182172,-1.04647517,-0.282658823,1.178214241,-1.409261693,0.335088904,0.792589917,2.981658693,0.036850982,0.279044226,0.08678129,0.033925909
SIDM01021,SIDM01021;D-245MG,D-245MG,Duke University Medical Center,CVCL_1152,Male,Central Nervous System,Glioblastoma,,,ACH-002223,D245MG_CENTRAL_NERVOUS_SYSTEM,3.694996999,5.766666667,MSS,Unknown,0.624226196,15.3,D/F12,0.90763645,5987,0.398419792,0.718271045,0.557179559,,,,-3.378163426,-1.699107045,-2.229824809,0.53250817,0.961654511,2.268658463,-1.651939991,-1.065011491,-0.918505007,0.060950703,0.252639419,-0.32468507,0.039814115,-0.187123739,-0.076286545
SIDM00393,SIDM00393;SK-GT-2,SK-GT-2,DSMZ,CVCL_2194,Male,Stomach,Gastric Carcinoma,Gastric fundus carcinoma,,ACH-001653,SKGT2_STOMACH,2.376997821,10.43333333,MSS,Adherent,0.58759106,16.8,R,0.899861122,5632,0.299832369,0.641102712,0.480600883,0.432400064,0.40461954,0.059984548,2.871628693,-0.282503093,-1.615141851,0.327482991,0.186377786,-0.791682772,-0.054954463,0.173245204,-0.58532123,-0.244053974,-0.894731247,0.35271273,-0.034525737,-1.143004282,0.062443091
SIDM00276,SIDM00276;ETK-1,ETK-1,RIKEN,CVCL_1206,Female,Biliary Tract,Biliary Tract Carcinoma,Intrahepatic Cholangiocarcinoma,,ACH-002237,ETK1_BILIARY_TRACT,2.848627258,11.46666667,MSS,Unknown,1.332883793,16.1,R,0.888392006,5666,0.37503897,0.675223052,0.577881714,0.587899256,0.509598705,0.10349056,2.161929258,-1.169944532,0.814389344,-2.44517194,-0.435677015,0.716582733,0.833890337,1.945339468,-0.976437838,-0.922934193,0.208213164,0.015430083,0.034988321,1.753203571,-0.025996387
SIDM00340,SIDM00340;LP-1,LP-1,DSMZ,CVCL_0012,Female,Haematopoietic and Lymphoid,Plasma Cell Myeloma,,B lymphoid,ACH-000204,LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.473378305,6.533333333,MSS,Suspension,0.383560528,14.1,D/F12,0.933742814,5495,0.366610163,0.632396593,0.576367848,0.450967544,0.389663666,0.00951026,-0.081778746,-0.367765872,0.829382673,-0.020378265,1.19551797,1.149836594,1.208211693,-1.617286122,2.65977064,0.678988168,-0.752259266,0.269310138,0.550588569,-1.261989716,-0.827757052
SIDM00122,SIDM00122;BT-549,BT-549,NCI,CVCL_1858,Female,Breast,Breast Carcinoma,Invasive Ductal Carcinoma of No Special Type,,ACH-000288,BT549_BREAST,2.966170305,5.2,MSS,Adherent,0.480148606,19.2,R,0.90917486,5733,0.431741947,0.715210669,0.548250614,0.621982136,0.483383415,0.030272866,-1.57223487,-1.261243908,-0.575785748,-0.935252998,-0.040207592,0.438648065,-0.875846177,-0.545484855,-0.529774692,-0.216084102,-0.631391813,-0.912004977,0.928453094,-0.492424506,0.538077225
SIDM00115,SIDM00115;PCI-6A,PCI-6A,The University of Hong Kong,CVCL_C173,Male,Head and Neck,Head and Neck Carcinoma,Tonsillar squamous cell carcinoma,,ACH-002298,PCI6A_UPPER_AERODIGESTIVE_TRACT,3.024882837,7.633333333,MSS,Unknown,1.148974298,,R,0.928616554,5735,0.331134622,0.64031863,0.597901182,0.48898885,0.520153065,0.081806599,2.523768462,-0.380634838,-1.918745236,0.474669008,-0.341565106,-2.61451991,0.585759126,1.69162824,-1.130181315,0.397442981,1.2143338,0.620328326,2.102707501,-2.118784421,-0.388837006
SIDM00573,SIDM00573;no-11,no-11,JCRB,CVCL_3076,Female,Central Nervous System,Glioblastoma,,,ACH-001606,NO11_CENTRAL_NERVOUS_SYSTEM,3.308391226,10.23333333,MSS,Unknown,0.580166963,18.2,D/F12,0.926359093,5505,0.350386194,0.731724269,0.55108902,0.431933288,0.436509778,0.032101517,-1.567337105,-1.017401445,-1.78731893,4.012844707,-0.985131211,2.604994519,-1.045325862,0.718627988,-1.479802658,-0.563526259,-1.157795228,-0.455479662,0.315662748,-1.096915958,-0.197778156
SIDM00206,SIDM00206;D-566MG,D-566MG,Duke University Medical Center,CVCL_1166,Male,Central Nervous System,Glioblastoma,,,ACH-002231,D566MG_CENTRAL_NERVOUS_SYSTEM,3.406234389,3.966666667,MSS,Unknown,1.073469583,18.5,D/F12,0.930855011,5448,0.43060136,0.696631315,0.565891793,0.470245504,0.525344826,0.021980644,-1.918085187,-1.866037853,0.095381797,-1.645936444,-0.287513058,0.255692537,-1.072356167,4.997913016,-0.620184666,0.329437601,-0.061106503,0.007387003,0.505519933,0.635490108,-0.050705292
